career,experience,hoursPerDay,skills,target
Full Stack Developer,Intermediate,2,"Vue,Security,Angular",Full Stack Developer
Full Stack Developer,Intermediate,2,"APIs,TensorFlow,Figma",Full Stack Developer
Full Stack Developer,Intermediate,2,"Swift,MongoDB,Azure",Full Stack Developer
Full Stack Developer,Intermediate,2,"React,Azure,MongoDB",Full Stack Developer
Full Stack Developer,Intermediate,2,"MongoDB,Python,PostgreSQL",Full Stack Developer
Full Stack Developer,Intermediate,2,"Scikit-Learn,Kotlin,AWS",Full Stack Developer
Full Stack Developer,Intermediate,3,"SQL,Kubernetes,Swift",Full Stack Developer
Full Stack Developer,Intermediate,3,"Microservices,Kotlin,PyTorch",Full Stack Developer
Full Stack Developer,Intermediate,3,"Python,Express,Git",Full Stack Developer
Full Stack Developer,Intermediate,3,"GCP,Figma,NoSQL",Full Stack Developer
Full Stack Developer,Intermediate,3,"Pandas,NoSQL,Kubernetes",Full Stack Developer
Full Stack Developer,Intermediate,3,"Linux,PostgreSQL,React",Full Stack Developer
Full Stack Developer,Intermediate,3,"Python,Swift,Azure",Full Stack Developer
Full Stack Developer,Intermediate,3,"MongoDB,Express,Docker",Full Stack Developer
Full Stack Developer,Intermediate,3,"TensorFlow,CI/CD,GCP",Full Stack Developer
Full Stack Developer,Intermediate,3,"Microservices,HTML,AWS",Full Stack Developer
Full Stack Developer,Intermediate,4,"Figma,SQL,Scikit-Learn",Full Stack Developer
Full Stack Developer,Intermediate,4,"SQL,Swift,Kubernetes",Full Stack Developer
Full Stack Developer,Intermediate,4,"APIs,Git,Linux",Full Stack Developer
Full Stack Developer,Intermediate,4,"PostgreSQL,Python,PyTorch",Full Stack Developer
Full Stack Developer,Intermediate,4,"Pandas,AWS,Swift",Full Stack Developer
Full Stack Developer,Intermediate,4,"Angular,JavaScript,PyTorch",Full Stack Developer
Full Stack Developer,Intermediate,4,"Git,Swift,Docker",Full Stack Developer
Full Stack Developer,Intermediate,4,"Security,NumPy,AWS",Full Stack Developer
Full Stack Developer,Intermediate,4,"Kotlin,Linux,Swift",Full Stack Developer
Full Stack Developer,Intermediate,4,"PyTorch,CI/CD,Sketch",Full Stack Developer
Full Stack Developer,Intermediate,5,"Security,Python,Sketch",Full Stack Developer
Full Stack Developer,Intermediate,5,"Swift,HTML,TensorFlow",Full Stack Developer
Full Stack Developer,Intermediate,5,"APIs,Sketch,HTML",Full Stack Developer
Full Stack Developer,Intermediate,5,"AWS,Linux,Python",Full Stack Developer
Full Stack Developer,Intermediate,5,"JavaScript,HTML,Sketch",Full Stack Developer
Full Stack Developer,Intermediate,5,"JavaScript,Git,PostgreSQL",Full Stack Developer
Full Stack Developer,Intermediate,5,"NumPy,HTML,MongoDB",Full Stack Developer
Full Stack Developer,Intermediate,5,"AWS,React,Vue",Full Stack Developer
Full Stack Developer,Intermediate,5,"Kubernetes,Node.js,NumPy",Full Stack Developer
Full Stack Developer,Intermediate,5,"Figma,SQL,HTML",Full Stack Developer
Full Stack Developer,Advanced,1,"JavaScript,NoSQL,APIs",Full Stack Developer
Full Stack Developer,Advanced,1,"Sketch,Docker,Python",Full Stack Developer
Full Stack Developer,Advanced,1,"Swift,Sketch,APIs",Full Stack Developer
Full Stack Developer,Advanced,1,"NumPy,Linux,Python",Full Stack Developer
Full Stack Developer,Advanced,1,"Git,Scikit-Learn,Linux",Full Stack Developer
Full Stack Developer,Advanced,1,"CI/CD,NumPy,Kubernetes",Full Stack Developer
Full Stack Developer,Advanced,1,"GCP,NoSQL,Kotlin",Full Stack Developer
Full Stack Developer,Advanced,1,"Azure,Security,Swift",Full Stack Developer
Full Stack Developer,Advanced,1,"NumPy,Node.js,Kotlin",Full Stack Developer
Full Stack Developer,Advanced,1,"CI/CD,JavaScript,CSS",Full Stack Developer
Full Stack Developer,Advanced,2,"Kubernetes,GCP,SQL",Full Stack Developer
Full Stack Developer,Advanced,2,"HTML,GCP,NumPy",Full Stack Developer
Full Stack Developer,Advanced,2,"Scikit-Learn,Sketch,Linux",Full Stack Developer
Full Stack Developer,Advanced,2,"APIs,Kubernetes,React",Full Stack Developer
Full Stack Developer,Advanced,2,"Vue,Express,JavaScript",Full Stack Developer
Full Stack Developer,Advanced,2,"Vue,NumPy,SQL",Full Stack Developer
Full Stack Developer,Advanced,2,"HTML,Figma,Microservices",Full Stack Developer
Full Stack Developer,Advanced,2,"APIs,Kubernetes,Sketch",Full Stack Developer
Full Stack Developer,Advanced,2,"Scikit-Learn,TensorFlow,Kubernetes",Full Stack Developer
Full Stack Developer,Advanced,2,"APIs,AWS,Python",Full Stack Developer
Full Stack Developer,Advanced,3,"NoSQL,GCP,MongoDB",Full Stack Developer
Full Stack Developer,Advanced,3,"JavaScript,Python,Git",Full Stack Developer
Full Stack Developer,Advanced,3,"Figma,HTML,TensorFlow",Full Stack Developer
Full Stack Developer,Advanced,3,"Angular,PyTorch,Python",Full Stack Developer
Full Stack Developer,Advanced,3,"SQL,Git,Azure",Full Stack Developer
Full Stack Developer,Advanced,3,"AWS,Azure,TensorFlow",Full Stack Developer
Full Stack Developer,Advanced,3,"GCP,Microservices,SQL",Full Stack Developer
Full Stack Developer,Advanced,3,"CSS,HTML,Sketch",Full Stack Developer
Full Stack Developer,Advanced,3,"HTML,AWS,CSS",Full Stack Developer
Full Stack Developer,Advanced,3,"CSS,Azure,Express",Full Stack Developer
Full Stack Developer,Advanced,4,"Pandas,Security,SQL",Full Stack Developer
Full Stack Developer,Advanced,4,"PyTorch,Node.js,Git",Full Stack Developer
Full Stack Developer,Advanced,4,"CI/CD,Kubernetes,Figma",Full Stack Developer
Full Stack Developer,Advanced,4,"SQL,Pandas,MongoDB",Full Stack Developer
Full Stack Developer,Advanced,4,"Security,Git,NoSQL",Full Stack Developer
Full Stack Developer,Advanced,4,"Vue,GCP,Angular",Full Stack Developer
Full Stack Developer,Advanced,4,"Docker,Vue,Sketch",Full Stack Developer
Full Stack Developer,Advanced,4,"HTML,NumPy,Python",Full Stack Developer
Full Stack Developer,Advanced,4,"Scikit-Learn,Git,Sketch",Full Stack Developer
Full Stack Developer,Advanced,4,"APIs,Express,Microservices",Full Stack Developer
Full Stack Developer,Advanced,5,"Git,MongoDB,NoSQL",Full Stack Developer
Full Stack Developer,Advanced,5,"Pandas,Vue,Kotlin",Full Stack Developer
Full Stack Developer,Advanced,5,"Express,Pandas,NoSQL",Full Stack Developer
Full Stack Developer,Advanced,5,"Kotlin,AWS,Angular",Full Stack Developer
Full Stack Developer,Advanced,5,"Express,NumPy,MongoDB",Full Stack Developer
Full Stack Developer,Advanced,5,"AWS,JavaScript,Sketch",Full Stack Developer
Full Stack Developer,Advanced,5,"SQL,JavaScript,Sketch",Full Stack Developer
Full Stack Developer,Advanced,5,"Figma,MongoDB,Python",Full Stack Developer
Full Stack Developer,Advanced,5,"Docker,Figma,APIs",Full Stack Developer
Full Stack Developer,Advanced,5,"PyTorch,GCP,Microservices",Full Stack Developer
Data Scientist,Beginner,1,"CI/CD,Microservices,Kubernetes",Data Scientist
Data Scientist,Beginner,1,"Kotlin,Linux,Microservices",Data Scientist
Data Scientist,Beginner,1,"Figma,PostgreSQL,AWS",Data Scientist
Data Scientist,Beginner,1,"Sketch,CI/CD,SQL",Data Scientist
Data Scientist,Beginner,1,"AWS,Node.js,TensorFlow",Data Scientist
Data Scientist,Beginner,1,"PostgreSQL,Git,Docker",Data Scientist
Data Scientist,Beginner,1,"Swift,SQL,HTML",Data Scientist
Data Scientist,Beginner,1,"TensorFlow,Security,Node.js",Data Scientist
Data Scientist,Beginner,1,"Python,SQL,HTML",Data Scientist
Data Scientist,Beginner,1,"CI/CD,Kubernetes,Angular",Data Scientist
Data Scientist,Beginner,2,"Node.js,Sketch,HTML",Data Scientist
Data Scientist,Beginner,2,"Express,CSS,Docker",Data Scientist
Data Scientist,Beginner,2,"Azure,React,NoSQL",Data Scientist
Data Scientist,Beginner,2,"Kotlin,Kubernetes,GCP",Data Scientist
Data Scientist,Beginner,2,"NoSQL,Security,NumPy",Data Scientist
Data Scientist,Beginner,2,"Scikit-Learn,TensorFlow,Docker",Data Scientist
Data Scientist,Beginner,2,"APIs,CSS,HTML",Data Scientist
Data Scientist,Beginner,2,"Angular,React,NoSQL",Data Scientist
Data Scientist,Beginner,2,"React,CSS,Docker",Data Scientist
Data Scientist,Beginner,2,"Git,GCP,Security",Data Scientist
Data Scientist,Beginner,3,"TensorFlow,PyTorch,Figma",Data Scientist
Data Scientist,Beginner,3,"HTML,Microservices,Docker",Data Scientist
Data Scientist,Beginner,3,"Express,MongoDB,Angular",Data Scientist
Data Scientist,Beginner,3,"Express,Python,JavaScript",Data Scientist
Data Scientist,Beginner,3,"Sketch,Kotlin,NumPy",Data Scientist
Data Scientist,Beginner,3,"CI/CD,APIs,TensorFlow",Data Scientist
Data Scientist,Beginner,3,"Docker,CSS,Security",Data Scientist
Data Scientist,Beginner,3,"Node.js,APIs,AWS",Data Scientist
Data Scientist,Beginner,3,"Pandas,Azure,Figma",Data Scientist
Data Scientist,Beginner,3,"PyTorch,Python,GCP",Data Scientist
Data Scientist,Beginner,4,"Azure,HTML,Scikit-Learn",Data Scientist
Data Scientist,Beginner,4,"AWS,APIs,Swift",Data Scientist
Data Scientist,Beginner,4,"JavaScript,TensorFlow,Sketch",Data Scientist
Data Scientist,Beginner,4,"React,Microservices,HTML",Data Scientist
Data Scientist,Beginner,4,"Linux,PyTorch,Scikit-Learn",Data Scientist
Data Scientist,Beginner,4,"React,Git,TensorFlow",Data Scientist
Data Scientist,Beginner,4,"Express,Vue,GCP",Data Scientist
Data Scientist,Beginner,4,"React,AWS,Azure",Data Scientist
Data Scientist,Beginner,4,"Azure,Kotlin,NoSQL",Data Scientist
Data Scientist,Beginner,4,"Pandas,Figma,Docker",Data Scientist
Data Scientist,Beginner,5,"Docker,CSS,Scikit-Learn",Data Scientist
Data Scientist,Beginner,5,"Azure,APIs,Kotlin",Data Scientist
Data Scientist,Beginner,5,"Docker,Figma,MongoDB",Data Scientist
Data Scientist,Beginner,5,"Node.js,Azure,Kotlin",Data Scientist
Data Scientist,Beginner,5,"NumPy,NoSQL,SQL",Data Scientist
Data Scientist,Beginner,5,"PostgreSQL,Figma,Pandas",Data Scientist
Data Scientist,Beginner,5,"SQL,PyTorch,Git",Data Scientist
Data Scientist,Beginner,5,"Scikit-Learn,Figma,Docker",Data Scientist
Data Scientist,Beginner,5,"CI/CD,Vue,React",Data Scientist
Data Scientist,Beginner,5,"Sketch,Azure,Kotlin",Data Scientist
Data Scientist,Intermediate,1,"SQL,NumPy,CI/CD",Data Scientist
Data Scientist,Intermediate,1,"Swift,Kubernetes,NoSQL",Data Scientist
Data Scientist,Intermediate,1,"CSS,PyTorch,JavaScript",Data Scientist
Data Scientist,Intermediate,1,"AWS,MongoDB,CI/CD",Data Scientist
Data Scientist,Intermediate,1,"Azure,NoSQL,Vue",Data Scientist
Data Scientist,Intermediate,1,"GCP,APIs,React",Data Scientist
Data Scientist,Intermediate,1,"Sketch,PyTorch,HTML",Data Scientist
Data Scientist,Intermediate,1,"Swift,GCP,Kotlin",Data Scientist
Data Scientist,Intermediate,1,"APIs,Linux,Docker",Data Scientist
Data Scientist,Intermediate,1,"AWS,Express,PyTorch",Data Scientist
Data Scientist,Intermediate,2,"CI/CD,Kotlin,NoSQL",Data Scientist
Data Scientist,Intermediate,2,"SQL,NumPy,HTML",Data Scientist
Data Scientist,Intermediate,2,"React,PyTorch,CI/CD",Data Scientist
Data Scientist,Intermediate,2,"Python,NoSQL,CSS",Data Scientist
Data Scientist,Intermediate,2,"Security,Figma,JavaScript",Data Scientist
Data Scientist,Intermediate,2,"Angular,Security,Kubernetes",Data Scientist
Data Scientist,Intermediate,2,"Angular,Pandas,Python",Data Scientist
Data Scientist,Intermediate,2,"SQL,JavaScript,Vue",Data Scientist
Data Scientist,Intermediate,2,"JavaScript,TensorFlow,Security",Data Scientist
Data Scientist,Intermediate,2,"React,HTML,PyTorch",Data Scientist
Data Scientist,Intermediate,3,"PyTorch,Express,GCP",Data Scientist
Data Scientist,Intermediate,3,"Figma,React,Scikit-Learn",Data Scientist
Data Scientist,Intermediate,3,"React,NoSQL,NumPy",Data Scientist
Data Scientist,Intermediate,3,"Express,Azure,HTML",Data Scientist
Data Scientist,Intermediate,3,"Kotlin,CI/CD,APIs",Data Scientist
Data Scientist,Intermediate,3,"Azure,Kotlin,GCP",Data Scientist
Data Scientist,Intermediate,3,"Sketch,Python,Git",Data Scientist
Data Scientist,Intermediate,3,"MongoDB,NumPy,Vue",Data Scientist
Data Scientist,Intermediate,3,"PostgreSQL,React,JavaScript",Data Scientist
Data Scientist,Intermediate,3,"GCP,SQL,Vue",Data Scientist
Data Scientist,Intermediate,4,"PyTorch,Swift,Express",Data Scientist
Data Scientist,Intermediate,4,"Linux,Kubernetes,Python",Data Scientist
Data Scientist,Intermediate,4,"Node.js,GCP,Sketch",Data Scientist
Data Scientist,Intermediate,4,"Sketch,TensorFlow,PyTorch",Data Scientist
Data Scientist,Intermediate,4,"Scikit-Learn,React,Azure",Data Scientist
Data Scientist,Intermediate,4,"Pandas,NoSQL,Docker",Data Scientist
Data Scientist,Intermediate,4,"HTML,Vue,SQL",Data Scientist
Data Scientist,Intermediate,4,"Docker,Linux,PostgreSQL",Data Scientist
Data Scientist,Intermediate,4,"Microservices,TensorFlow,Angular",Data Scientist
Data Scientist,Intermediate,4,"PostgreSQL,Security,AWS",Data Scientist
Data Scientist,Intermediate,5,"PostgreSQL,Security,Pandas",Data Scientist
Data Scientist,Intermediate,5,"Node.js,JavaScript,Angular",Data Scientist
Data Scientist,Intermediate,5,"CI/CD,React,MongoDB",Data Scientist
Data Scientist,Intermediate,5,"CI/CD,GCP,NumPy",Data Scientist
Data Scientist,Intermediate,5,"Figma,CSS,Swift",Data Scientist
Data Scientist,Intermediate,5,"Figma,Swift,SQL",Data Scientist
Data Scientist,Intermediate,5,"HTML,Linux,Python",Data Scientist
Data Scientist,Intermediate,5,"Angular,Node.js,NumPy",Data Scientist
Data Scientist,Intermediate,5,"Azure,JavaScript,Figma",Data Scientist
Data Scientist,Intermediate,5,"APIs,NoSQL,Security",Data Scientist
Data Scientist,Advanced,1,"Docker,Sketch,Azure",Data Scientist
Data Scientist,Advanced,1,"Azure,Express,PyTorch",Data Scientist
Data Scientist,Advanced,1,"Figma,SQL,CSS",Data Scientist
Data Scientist,Advanced,1,"Security,PostgreSQL,Git",Data Scientist
Data Scientist,Advanced,1,"NoSQL,MongoDB,GCP",Data Scientist
Data Scientist,Advanced,1,"Microservices,JavaScript,Node.js",Data Scientist
Data Scientist,Advanced,1,"CI/CD,React,Microservices",Data Scientist
Data Scientist,Advanced,1,"Pandas,Vue,NumPy",Data Scientist
Data Scientist,Advanced,1,"Kubernetes,MongoDB,NumPy",Data Scientist
Data Scientist,Advanced,1,"Angular,SQL,GCP",Data Scientist
Data Scientist,Advanced,2,"TensorFlow,Security,MongoDB",Data Scientist
Data Scientist,Advanced,2,"Pandas,AWS,CI/CD",Data Scientist
Data Scientist,Advanced,2,"Node.js,Kotlin,Figma",Data Scientist
Data Scientist,Advanced,2,"Express,Security,JavaScript",Data Scientist
Data Scientist,Advanced,2,"Security,AWS,APIs",Data Scientist
Data Scientist,Advanced,2,"Git,Figma,Swift",Data Scientist
Data Scientist,Advanced,2,"CSS,APIs,Angular",Data Scientist
Data Scientist,Advanced,2,"Microservices,React,PostgreSQL",Data Scientist
Data Scientist,Advanced,2,"Kotlin,Angular,Figma",Data Scientist
Data Scientist,Advanced,2,"NumPy,CSS,Figma",Data Scientist
Data Scientist,Advanced,3,"CI/CD,PostgreSQL,Security",Data Scientist
Data Scientist,Advanced,3,"Express,JavaScript,Sketch",Data Scientist
Data Scientist,Advanced,3,"Kotlin,AWS,NoSQL",Data Scientist
Data Scientist,Advanced,3,"Microservices,Node.js,JavaScript",Data Scientist
Data Scientist,Advanced,3,"TensorFlow,Security,Docker",Data Scientist
Data Scientist,Advanced,3,"CSS,Linux,Express",Data Scientist
Data Scientist,Advanced,3,"Scikit-Learn,Swift,React",Data Scientist
Data Scientist,Advanced,3,"CI/CD,APIs,PostgreSQL",Data Scientist
Data Scientist,Advanced,3,"Docker,Scikit-Learn,React",Data Scientist
Data Scientist,Advanced,3,"NumPy,React,Express",Data Scientist
Data Scientist,Advanced,4,"NumPy,Git,PostgreSQL",Data Scientist
Data Scientist,Advanced,4,"Node.js,APIs,CI/CD",Data Scientist
Data Scientist,Advanced,4,"Linux,NoSQL,PyTorch",Data Scientist
Data Scientist,Advanced,4,"Swift,Express,MongoDB",Data Scientist
Data Scientist,Advanced,4,"Angular,Figma,Python",Data Scientist
Data Scientist,Advanced,4,"PyTorch,Pandas,TensorFlow",Data Scientist
Data Scientist,Advanced,4,"PostgreSQL,Azure,JavaScript",Data Scientist
Data Scientist,Advanced,4,"Sketch,CI/CD,Git",Data Scientist
Data Scientist,Advanced,4,"MongoDB,PyTorch,Python",Data Scientist
Data Scientist,Advanced,4,"CI/CD,Vue,React",Data Scientist
Data Scientist,Advanced,5,"Vue,Linux,Pandas",Data Scientist
Data Scientist,Advanced,5,"TensorFlow,JavaScript,Sketch",Data Scientist
Data Scientist,Advanced,5,"PyTorch,Vue,Figma",Data Scientist
Data Scientist,Advanced,5,"TensorFlow,Kubernetes,Microservices",Data Scientist
Data Scientist,Advanced,5,"AWS,Security,CSS",Data Scientist
Data Scientist,Advanced,5,"Azure,AWS,Kubernetes",Data Scientist
Data Scientist,Advanced,5,"PyTorch,Kotlin,Linux",Data Scientist
Data Scientist,Advanced,5,"Angular,Sketch,Scikit-Learn",Data Scientist
Data Scientist,Advanced,5,"CSS,Python,APIs",Data Scientist
Data Scientist,Advanced,5,"Figma,NumPy,AWS",Data Scientist
AI Engineer,Beginner,1,"CSS,APIs,Azure",AI Engineer
AI Engineer,Beginner,1,"NumPy,MongoDB,GCP",AI Engineer
AI Engineer,Beginner,1,"SQL,React,Docker",AI Engineer
AI Engineer,Beginner,1,"Security,Node.js,NumPy",AI Engineer
AI Engineer,Beginner,1,"Pandas,NoSQL,CSS",AI Engineer
AI Engineer,Beginner,1,"MongoDB,Git,Microservices",AI Engineer
AI Engineer,Beginner,1,"Security,HTML,PostgreSQL",AI Engineer
AI Engineer,Beginner,1,"APIs,Figma,Git",AI Engineer
AI Engineer,Beginner,1,"Node.js,CI/CD,AWS",AI Engineer
AI Engineer,Beginner,1,"NoSQL,APIs,Kotlin",AI Engineer
AI Engineer,Beginner,2,"Node.js,Docker,PyTorch",AI Engineer
AI Engineer,Beginner,2,"Security,APIs,HTML",AI Engineer
AI Engineer,Beginner,2,"Kotlin,Docker,Express",AI Engineer
AI Engineer,Beginner,2,"Kotlin,Kubernetes,GCP",AI Engineer
AI Engineer,Beginner,2,"MongoDB,Kubernetes,Express",AI Engineer
AI Engineer,Beginner,2,"CSS,NoSQL,Kotlin",AI Engineer
AI Engineer,Beginner,2,"SQL,PyTorch,HTML",AI Engineer
AI Engineer,Beginner,2,"Azure,Python,PyTorch",AI Engineer
AI Engineer,Beginner,2,"TensorFlow,APIs,NoSQL",AI Engineer
AI Engineer,Beginner,2,"Git,Swift,Microservices",AI Engineer
AI Engineer,Beginner,3,"Express,JavaScript,PyTorch",AI Engineer
AI Engineer,Beginner,3,"Node.js,GCP,Linux",AI Engineer
AI Engineer,Beginner,3,"Scikit-Learn,PostgreSQL,Node.js",AI Engineer
AI Engineer,Beginner,3,"PostgreSQL,CSS,Azure",AI Engineer
AI Engineer,Beginner,3,"NumPy,React,CSS",AI Engineer
AI Engineer,Beginner,3,"MongoDB,CI/CD,SQL",AI Engineer
AI Engineer,Beginner,3,"CSS,Python,Pandas",AI Engineer
AI Engineer,Beginner,3,"React,Swift,TensorFlow",AI Engineer
AI Engineer,Beginner,3,"Pandas,APIs,Python",AI Engineer
AI Engineer,Beginner,3,"React,APIs,HTML",AI Engineer
AI Engineer,Beginner,4,"Kubernetes,Security,Node.js",AI Engineer
AI Engineer,Beginner,4,"JavaScript,Node.js,SQL",AI Engineer
AI Engineer,Beginner,4,"SQL,Figma,Swift",AI Engineer
AI Engineer,Beginner,4,"NumPy,CI/CD,TensorFlow",AI Engineer
AI Engineer,Beginner,4,"JavaScript,TensorFlow,Linux",AI Engineer
AI Engineer,Beginner,4,"JavaScript,Microservices,MongoDB",AI Engineer
AI Engineer,Beginner,4,"Swift,MongoDB,Angular",AI Engineer
AI Engineer,Beginner,4,"NoSQL,Security,Express",AI Engineer
AI Engineer,Beginner,4,"Azure,Kotlin,Microservices",AI Engineer
AI Engineer,Beginner,4,"NoSQL,React,Sketch",AI Engineer
AI Engineer,Beginner,5,"PostgreSQL,TensorFlow,Node.js",AI Engineer
AI Engineer,Beginner,5,"Swift,Figma,Python",AI Engineer
AI Engineer,Beginner,5,"Microservices,Express,Azure",AI Engineer
AI Engineer,Beginner,5,"HTML,Figma,Linux",AI Engineer
AI Engineer,Beginner,5,"Node.js,NumPy,PostgreSQL",AI Engineer
AI Engineer,Beginner,5,"Linux,Angular,Git",AI Engineer
AI Engineer,Beginner,5,"Kotlin,React,Pandas",AI Engineer
AI Engineer,Beginner,5,"Vue,HTML,Sketch",AI Engineer
AI Engineer,Beginner,5,"NumPy,Git,Sketch",AI Engineer
AI Engineer,Beginner,5,"Sketch,AWS,Kubernetes",AI Engineer
AI Engineer,Intermediate,1,"MongoDB,Sketch,Microservices",AI Engineer
AI Engineer,Intermediate,1,"Git,React,Azure",AI Engineer
AI Engineer,Intermediate,1,"NumPy,Docker,TensorFlow",AI Engineer
AI Engineer,Intermediate,1,"AWS,Kotlin,Security",AI Engineer
AI Engineer,Intermediate,1,"Python,Azure,Figma",AI Engineer
AI Engineer,Intermediate,1,"Sketch,SQL,PostgreSQL",AI Engineer
AI Engineer,Intermediate,1,"Sketch,Kubernetes,Docker",AI Engineer
AI Engineer,Intermediate,1,"TensorFlow,JavaScript,CSS",AI Engineer
AI Engineer,Intermediate,1,"Docker,Microservices,Scikit-Learn",AI Engineer
AI Engineer,Intermediate,1,"TensorFlow,Swift,Figma",AI Engineer
AI Engineer,Intermediate,2,"Node.js,CI/CD,CSS",AI Engineer
AI Engineer,Intermediate,2,"NoSQL,Microservices,Azure",AI Engineer
AI Engineer,Intermediate,2,"Express,Kotlin,Node.js",AI Engineer
AI Engineer,Intermediate,2,"APIs,CI/CD,Git",AI Engineer
AI Engineer,Intermediate,2,"JavaScript,React,Kubernetes",AI Engineer
AI Engineer,Intermediate,2,"GCP,Pandas,SQL",AI Engineer
AI Engineer,Intermediate,2,"Pandas,Swift,React",AI Engineer
AI Engineer,Intermediate,2,"Node.js,Figma,CI/CD",AI Engineer
AI Engineer,Intermediate,2,"CSS,Security,Scikit-Learn",AI Engineer
AI Engineer,Intermediate,2,"Angular,SQL,Pandas",AI Engineer
AI Engineer,Intermediate,3,"MongoDB,NoSQL,PostgreSQL",AI Engineer
AI Engineer,Intermediate,3,"SQL,MongoDB,Linux",AI Engineer
AI Engineer,Intermediate,3,"CI/CD,Swift,Figma",AI Engineer
AI Engineer,Intermediate,3,"Sketch,Kubernetes,NoSQL",AI Engineer
AI Engineer,Intermediate,3,"Docker,Linux,JavaScript",AI Engineer
AI Engineer,Intermediate,3,"Figma,Pandas,Git",AI Engineer
AI Engineer,Intermediate,3,"Azure,Kubernetes,NumPy",AI Engineer
AI Engineer,Intermediate,3,"APIs,Scikit-Learn,CI/CD",AI Engineer
AI Engineer,Intermediate,3,"JavaScript,Python,TensorFlow",AI Engineer
AI Engineer,Intermediate,3,"NumPy,Swift,Docker",AI Engineer
AI Engineer,Intermediate,4,"Linux,Scikit-Learn,JavaScript",AI Engineer
AI Engineer,Intermediate,4,"Kubernetes,JavaScript,Security",AI Engineer
AI Engineer,Intermediate,4,"Security,PyTorch,SQL",AI Engineer
AI Engineer,Intermediate,4,"CI/CD,Scikit-Learn,Git",AI Engineer
AI Engineer,Intermediate,4,"Linux,Pandas,CI/CD",AI Engineer
AI Engineer,Intermediate,4,"Pandas,Express,TensorFlow",AI Engineer
AI Engineer,Intermediate,4,"Angular,HTML,Express",AI Engineer
AI Engineer,Intermediate,4,"Sketch,Azure,CI/CD",AI Engineer
AI Engineer,Intermediate,4,"Express,Azure,NumPy",AI Engineer
AI Engineer,Intermediate,4,"PostgreSQL,SQL,Kotlin",AI Engineer
AI Engineer,Intermediate,5,"PostgreSQL,React,Security",AI Engineer
AI Engineer,Intermediate,5,"JavaScript,GCP,Kotlin",AI Engineer
AI Engineer,Intermediate,5,"Git,Sketch,PyTorch",AI Engineer
AI Engineer,Intermediate,5,"Kubernetes,Swift,NoSQL",AI Engineer
AI Engineer,Intermediate,5,"Python,Vue,AWS",AI Engineer
AI Engineer,Intermediate,5,"NumPy,HTML,Azure",AI Engineer
AI Engineer,Intermediate,5,"HTML,PyTorch,Pandas",AI Engineer
AI Engineer,Intermediate,5,"Kotlin,TensorFlow,Security",AI Engineer
AI Engineer,Intermediate,5,"HTML,Pandas,Security",AI Engineer
AI Engineer,Intermediate,5,"TensorFlow,Git,Azure",AI Engineer
AI Engineer,Advanced,1,"SQL,APIs,AWS",AI Engineer
AI Engineer,Advanced,1,"TensorFlow,SQL,NoSQL",AI Engineer
AI Engineer,Advanced,1,"Kotlin,Express,Azure",AI Engineer
AI Engineer,Advanced,1,"SQL,Swift,Security",AI Engineer
AI Engineer,Advanced,1,"HTML,Microservices,CSS",AI Engineer
AI Engineer,Advanced,1,"Linux,CI/CD,JavaScript",AI Engineer
AI Engineer,Advanced,1,"GCP,NumPy,AWS",AI Engineer
AI Engineer,Advanced,1,"Vue,Sketch,MongoDB",AI Engineer
AI Engineer,Advanced,1,"Pandas,Scikit-Learn,Linux",AI Engineer
AI Engineer,Advanced,1,"Swift,Python,APIs",AI Engineer
AI Engineer,Advanced,2,"Express,GCP,React",AI Engineer
AI Engineer,Advanced,2,"Microservices,Docker,Kotlin",AI Engineer
AI Engineer,Advanced,2,"Angular,Git,CI/CD",AI Engineer
AI Engineer,Advanced,2,"PostgreSQL,Pandas,Azure",AI Engineer
AI Engineer,Advanced,2,"Linux,Node.js,Express",AI Engineer
AI Engineer,Advanced,2,"Express,Linux,PostgreSQL",AI Engineer
AI Engineer,Advanced,2,"NoSQL,Security,Kotlin",AI Engineer
AI Engineer,Advanced,2,"Security,CI/CD,Figma",AI Engineer
AI Engineer,Advanced,2,"CSS,SQL,Sketch",AI Engineer
AI Engineer,Advanced,2,"Pandas,Angular,React",AI Engineer
AI Engineer,Advanced,3,"Scikit-Learn,Git,Swift",AI Engineer
AI Engineer,Advanced,3,"Linux,Scikit-Learn,Python",AI Engineer
AI Engineer,Advanced,3,"SQL,Security,APIs",AI Engineer
AI Engineer,Advanced,3,"Vue,Angular,Docker",AI Engineer
AI Engineer,Advanced,3,"Sketch,Pandas,CSS",AI Engineer
AI Engineer,Advanced,3,"CSS,CI/CD,PostgreSQL",AI Engineer
AI Engineer,Advanced,3,"Git,Figma,Python",AI Engineer
AI Engineer,Advanced,3,"Swift,Linux,HTML",AI Engineer
AI Engineer,Advanced,3,"APIs,Pandas,Scikit-Learn",AI Engineer
AI Engineer,Advanced,3,"Angular,Scikit-Learn,Python",AI Engineer
AI Engineer,Advanced,4,"GCP,React,NoSQL",AI Engineer
AI Engineer,Advanced,4,"Git,Pandas,APIs",AI Engineer
AI Engineer,Advanced,4,"Security,MongoDB,TensorFlow",AI Engineer
AI Engineer,Advanced,4,"CI/CD,Python,Pandas",AI Engineer
AI Engineer,Advanced,4,"GCP,Docker,HTML",AI Engineer
AI Engineer,Advanced,4,"Python,Kotlin,Linux",AI Engineer
AI Engineer,Advanced,4,"SQL,Docker,Figma",AI Engineer
